model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated
gpt-5.4-nano,drop_protagonist,third_person,MrK8LqWEg4ivEm8LOyjf5oKSeY3PaJkl,0,YTA,152,0.9803,scruples,YTA,0,1,0,4447,c31bbaf8e2eff4e685731a1b566291b0f3adb2345c180fba9b997f913c295f5b,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,ycn6X7MRrWo0DDSyCYboM1I70td9pMLL,0,YTA,89,0.9775,scruples,YTA,0,1,0,5100,25de6eebf5873b0f173fa1e5b883d4569f98b105ac55737acfee2ed041b1fb58,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,0,YTA,244,0.9918,scruples,YTA,0,1,0,6294,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,0,YTA,225,0.9822,scruples,YTA,0,1,0,6080,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,0,YTA,128,1.0,scruples,NTA,0,0,1,6211,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,0,YTA,57,1.0,scruples,YTA,0,1,0,7318,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,0,YTA,58,1.0,scruples,YTA,0,1,0,5788,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,s7VDzD0fT8qdeONaFkq9CyTuZzIBnpLS,0,YTA,241,0.9793,scruples,YTA,0,1,0,6448,7de27abc38056e87b83e966aa11985f026cc6f432900f03355894c09cc6b831b,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,BlgMT4VEKfuychLnH64yqmJCaQldSfsx,0,YTA,288,0.9757,scruples,YTA,0,1,0,6464,74135d0e31b9656946e88a0c37cd6776f216ea936ba6f98cb0f92e58289dd8dc,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,0,YTA,76,1.0,scruples,YTA,0,1,0,7144,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,0,YTA,52,0.9808,scruples,ESH,0,1,0,6091,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,0,YTA,192,0.9844,scruples,YTA,0,1,0,6569,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,117,0.9744,scruples,YTA,0,1,0,6245,4af697ac73510738d3961c3d9450b784cd5af1f3cbc4a027f68c1ea761da6d45,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,x6m1Xfi87zLo6mZwoO5J4bzGhcL3g9XC,0,YTA,476,0.9706,scruples,NOVERDICT,1,0,0,0,20e80da835f6865cadb6f725dcbdb384e8fab22c34e861b9de3d8d70367ec6bf,,,0,0,content_filter,0
gpt-5.4-nano,drop_protagonist,third_person,E2ZWGilcffORq92gQTOYcSKDDsHQ5RaP,0,YTA,105,0.9714,scruples,YTA,0,1,0,5681,4d0be3135dae9209a69c5dbabbc46c6a4364577e6a9f3901f649322d2c4fbbaa,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,0,YTA,543,0.9632,scruples,YTA,0,1,0,4856,bd1d72767e514e7dcdbd765971093e24adad8b01558be7473ba9d362a9959f36,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,gwQoOaVaQGUGikmvcf85AV9DKQVQamxO,0,YTA,84,0.9643,scruples,YTA,0,1,0,5012,0a96534c6787ac4b4473c06c75b9e073222073e45a5f1b2e786779ce1aed0d2f,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,YsrYJPkDyIra5ryKoUyGDcg7xU1zWMg6,0,YTA,232,0.9698,scruples,YTA,0,1,0,6842,4232006fb9d0630f0d1f05a9b35279197c38cf8fe6f98dfe755f3ca5c19b355d,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,76,0.9737,scruples,NTA,0,0,1,6035,4df5a0da2c05877ed49484a4ad141e416a4560bc5c5b4f8840ab61c7c12803ac,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,csJHlMWIUC5lg4i573nh0Bd3hDHlbd4a,0,YTA,156,0.9615,scruples,YTA,0,1,0,6282,8a781c465677f5f910063ec6ddaf03fe84f935a66d91af93ab8a82e995d6f2e6,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,kcqIxIgOOYGwVw9KIg2VBIVuxY7OknY4,0,YTA,182,0.9615,scruples,NAH,0,0,1,6148,02b7d21f49f469311b0c1d5ae0797e6d4288624c53d7ee6126ef1e319103f98e,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,jZNQPp2OykUOfUcFpCHwCF4iMlbjOaOZ,0,YTA,421,0.9644,scruples,YTA,0,1,0,8438,ea91f077494239aa5ea7acd8fe53b8e52de76fb6d115e29e38ae3b8f3ac07dbb,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,YVCaNL2p6A16wXiCfOpPA2sGCK0j8vQb,0,YTA,80,0.9625,scruples,ESH,0,1,0,5957,dce652538a71f7e79c354367dab2ba3f80e986a73bc789f83815b6a63668b1ff,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,HwC1TLrHo3CiQmNnN5A5frZdGrJEdhia,0,YTA,78,0.9615,scruples,YTA,0,1,0,4901,c72d044f42bcedc63b2c4590c06069da1df3113008d4c61d49b81c666823e348,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,273,0.9634,scruples,YTA,0,1,0,6939,0a76992ca817ff1b8b66cd7a408f845a9e0b42e8797824e5ca016ba352563d46,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,EO0BHi5fpPNHfuIIqmEF4G0d4GwEBYOy,0,YTA,50,0.96,scruples,YTA,0,1,0,4734,9cccc24682bb910426143f930baf3362d7c0aa4eed0793f0f2bab5a60590c173,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,KNF07Gnlz70l4SKpQS3MwYuT4aptV9Gy,0,YTA,125,0.96,scruples,YTA,0,1,0,6065,757249a1a6a6f7f9bfba883da23c0f172b0e2a75eff1cd0722d7d693833d8861,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,yCO7fLFjugjO7AnaCsVa8SOSIMhVCEvC,0,YTA,199,0.9598,scruples,NTA,0,0,1,5233,8720d0b5cf0445f2fc51c7c6e1cce405114fc9e5287cb9375460875ec79a4993,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,0,YTA,1019,0.9588,scruples,YTA,0,1,0,6239,202da3f7563f3a2939cc232f8b9ab08588e1103f594977ceead4ccd9fe368149,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,pT9SRwhik9gHNL7mfWKFoDzySuJrXFy8,0,YTA,99,0.9596,scruples,ESH,0,1,0,7333,692431841d3e572f6325566de1ffbbac6ab8d24b646da4f7dfbc434ed4f352f7,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,405,0.958,scruples,ESH,0,1,0,6308,5179af90b71fb4f33ea79252f39666b45769acb3b4e62d94ebc2f554f60f28fc,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,o4tCUUqRQBcoeO2LDUfGevyx33Q4AW3Y,0,YTA,61,0.9508,scruples,NTA,0,0,1,5131,80a5ea059b88d855513db204d81cf9a9fc89d7bcb5c2c79cf50bec02e7ae662e,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,ipoNdnHrhavxjOC8eK4agMhnplF8LrrL,0,YTA,176,0.9545,scruples,YTA,0,1,0,6791,0a78c33d5530d73ed43e3c4bb14ca43185abe789b5b59412b5b39d939df1a5ff,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,8pEVAec46HRymdNVxcfWnsT9yoXoVjyL,0,YTA,2208,0.9511,scruples,NTA,0,0,1,5918,1bc1ca62efd79f21696faf6716c795f29602c6f0c4cb8c443601e60dcff9aa90,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,V1DZQUwTG4R9sfUZQbY5EDFFkvXyaWrI,0,YTA,882,0.9501,scruples,YTA,0,1,0,6024,e51b0d1289c425555086440132a54ba3019751ece69b653414843c7bb50df078,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,217,0.9585,scruples,NTA,0,0,1,8725,931ee704f1ca39949e6243568540923dc8943a271aa90f4367c2c0b37cf94053,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,bJLLwNszcXwmZjIvd5bOzvhtNVqhJxKL,0,YTA,377,0.9576,scruples,NTA,0,0,1,8570,b29ffa2d9acc03fdbcef6f00877ae6955ff5a7dc061b1243a8cd6752c85208a4,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,5tUyTrfg9FehBDbP6OvIc6WUqUnfWOBD,0,YTA,265,0.9509,scruples,YTA,0,1,0,6903,9d5f640ac663a1f7fa038ecbaee37a534723630137382c5bff7f0f14d1a42ad2,,,4,0,content_filter,0
gpt-5.4-nano,drop_protagonist,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,0,YTA,3498,0.9565,scruples,NTA,0,0,1,8737,c6b8c1c4540c6fe9de5cc8a57beb772368079f72318bfa68df77f9d15417b528,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,Sso4olm65Dkc8OCLPolRId5t8fkPx6MU,0,YTA,76,0.9474,scruples,YTA,0,1,0,5511,0a6a5c751060b3efb0b7dfbc36bdc34d1b04c4b90b6bf42906ed1ee336552c4a,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,i5GYplRSsiv2XLJZfunUvglrNq9U7S8I,0,YTA,57,0.9474,scruples,NTA,0,0,1,6520,eb638c629effbc2d8dc65206784f2bc0f9980fd175d6b0896c3cafaca9e2df17,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,znmm4Oegf3eBarfzJSFIR7UhHoDD9YK3,0,YTA,60,0.95,scruples,ESH,0,1,0,7591,6f59e1fe0dd7e3ea4436b24f90ef08f34298b61a0f5448da42c9dc188b7e5982,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,Lpwh7r0vltLAkvm2HWkxRE35RbjLzg5Z,0,YTA,146,0.9452,scruples,YTA,0,1,0,5541,b3aa4b670ccedc96c68aacbdb66b0ceb0cd6755a1a418acf620175a796750caa,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,pDUUqInje0q1CVaBobeq60epZnk6jcHO,0,YTA,59,0.9492,scruples,YTA,0,1,0,5964,585b4ac3cfd89e4f3ddf0e83e86c7d3162da5e33019551485e20081e3fb59135,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,oFAYieZONMWEZP7rllJs17MuyEugJoz3,0,YTA,69,0.942,scruples,YTA,0,1,0,5561,d05c81cc0d944419de11c43975ca198ef0cebe9f4d3354efd1a252bb0ea55245,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,vqEgUVstk1rIQ79WHREGZmawvSpFg7LY,0,YTA,248,0.9435,scruples,ESH,0,1,0,6871,2c4b66e50d30ced314116e11c4de872028e04d309772da0f2da0cd6688f6ccc5,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,VST3DmtXg9doyO8HHQrOlaSeIeitRT0w,0,YTA,123,0.9431,scruples,YTA,0,1,0,6266,d7f336a282900c0477c4b1332bf6e2481c5780abd1e21102f193a485314ead3e,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,0,YTA,50,0.94,scruples,NTA,0,0,1,4254,68954f25013c7dd295281b339d9c54bea44435c4d1c22f92f5571a45ca969b3f,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,alio3hvUZmdpoaB8iCEzzyHrzCIDYAw8,0,YTA,52,0.9423,scruples,YTA,0,1,0,6548,c2fc37cd2c3b28e2de1e5a30de9957625c3e6af7329512e2972bec0ac5a49856,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,TLMftk20fJXOXkjY75ywuq9kNeZP33zS,0,YTA,253,0.9447,scruples,YTA,0,1,0,7860,c94a30048333cce04a4b9d5410d85c085c81d041dcfb110496dbaefd94871784,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,141,0.9362,scruples,NTA,0,0,1,5042,4ee87beb1291d95fdf5dc10f7ed8779d1c8d8a6f7c13008e1067ef36a2d8b4d0,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,Sy9MnmLv2V6BdgHUNzIywm1EPcJSkOpY,0,YTA,373,0.941,scruples,NAH,0,0,1,7873,0a8348f2d1dd504ab5be32f1ec3e3c75124b3fff7ba54a6aabf032202fae2d5f,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,3TR1PHhgXTR0AFUY1y0Rqwf8QIIsb01o,0,YTA,122,0.9344,scruples,NOVERDICT,1,0,0,0,61e32be88ae38b6d5deb7127a612b9c8c6f6e646b08eb9c963f90fec9b34c689,,,0,0,content_filter,0
gpt-5.4-nano,drop_protagonist,third_person,lSSoRGQydUUXBIo1LF0UFEmEA3iq7eC2,0,YTA,113,0.9381,scruples,NAH,0,0,1,7440,e15c08a45ebb4dfd58b8d057ffe2f53914ebeb963f192e8a766f7f72bea8e6e9,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,54QBph3dcsPxoxHazHvrDehomy5g7OW7,0,YTA,968,0.9349,scruples,NOVERDICT,1,0,0,0,6578429474b28d7c6558bd6e1466c9a4345970b8021292c899dc5d77b41b8a8c,,,0,0,content_filter,0
gpt-5.4-nano,drop_protagonist,third_person,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,62,0.9355,scruples,YTA,0,1,0,6559,793c8629009d3fdb59bbb0c87e7d4eb68c0b58781b6e0f9b22875de248886153,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,OPrpcpreAtWBWMdX0auYA4CIdjFKOxN2,0,YTA,510,0.9314,scruples,NOVERDICT,1,0,0,0,df560a9f6c73e3a50d25b2a0296cee71e91b801a02f0dd10a43edc1dd612ac62,,,0,0,content_filter,0
gpt-5.4-nano,drop_protagonist,third_person,sCtehmsj1Swsq59msERdhFJ9ebMjfhOM,0,YTA,61,0.9344,scruples,YTA,0,1,0,7184,522d40bf71961a916181fb39184d40a48f63f3e32e31535b8543a175245c8f78,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,FIJUfgOh00T24QPaDRILw1obqHuMa8cb,0,YTA,54,0.9444,scruples,ESH,0,1,0,8245,b8dcdfdd659874bb2534dc1507560d09825c4866adc11fc9c12d3dee174a3cf3,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,GHeGh93JLtOcysz21TxQDa23ebrzQEY1,0,YTA,233,0.9313,scruples,NTA,0,0,1,5997,19303c7c940643390f0ea1271dc7117560ef722f7b49fe7ce1590919ce88a253,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,fFkUxUWmPvhWH8wpp4MWJnoHdjaOHNlp,0,YTA,1198,0.9316,scruples,ESH,0,1,0,5743,745cafd8490671eb794f3481cf731a13e275f4e35296ff5c0055569c567db9d4,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,sKvM2aONk8qiZU7FxOgooe2pNXeQbo2p,0,YTA,56,0.9286,scruples,YTA,0,1,0,5509,c35069a5fbf887621d689346993b3c0cea45422df9532d842108cb8841bd4686,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,gWrRwtRjpOK1KC5O813P7ophx19Zlzag,0,YTA,353,0.9263,scruples,YTA,0,1,0,6340,3c0b17eb35a700bd17c633c1a80dcbdf74beebb87f332a89dff1679835c3f276,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,ga0IP2dwKK1j3nrMZWEo1Q1zj1Y9z0K5,0,YTA,325,0.9292,scruples,NTA,0,0,1,6884,e6dee45dbbe92fb999ee6500312ba282e2b9525fdbb2b80a6be48319187ccba4,,,4,0,stop,0
gpt-5.4-nano,drop_protagonist,third_person,kGrRgndWoa7D6gYmDxwwdORnblu5bnBL,0,YTA,274,0.9307,scruples,UNRESOLVED,1,0,0,6776,3c6e318e0442700bda511376287ca74b52fcd139ce5950fa77d6237c48168d73,,,4,0,stop,0
