model,scaffold,arm,stake_nudge,stake_intervention,item_id,sample_idx,gold_verdict,role_id,paper_role,role_stake,group_verdict,group_at_fault,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len
Mistral-Large-3-2,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,REJECT,1,unresolvable,245,1,0,0,REJECT,1,1,0,1,stop,0,9257
Mistral-Large-3-2,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,,0,1,1,1,ACCEPT,0,1,1,0,stop,0,1941
Mistral-Large-3-2,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,165,1,0,1,ACCEPT,0,1,1,0,stop,0,2854
Mistral-Large-3-2,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,ESH,REJECT,1,unresolvable,343,1,0,1,REJECT,1,1,0,1,stop,0,6411
Mistral-Large-3-2,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,counterparty,unmapped,at_fault,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,818
Mistral-Large-3-2,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,neutral_adjudicator,third_party,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,3924
Mistral-Large-3-2,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,142,1,0,1,REJECT,1,1,0,1,stop,0,3351
Mistral-Large-3-2,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,counterparty,unmapped,at_fault,YTA,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,172,1,0,1,REJECT,1,1,0,0,stop,0,2748
Mistral-Large-3-2,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,neutral_adjudicator,third_party,none,YTA,1,ESH,ACCEPT_WITH_MODIFICATION,1,,0,1,1,0,ACCEPT,0,1,1,0,stop,0,2124
Mistral-Large-3-2,narrative_cot,third_person,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,175,1,0,1,REJECT,1,1,0,1,stop,0,742
