model,scaffold,arm,third_seat,third_role_id,item_id,game_id,sample_idx,gold_type,region,gold_verdict,nash_verdicts,n_nash,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,verdict,correct,noncommittal,group_is_nash,group_cell,group_payoff_row,group_payoff_col,output_len,post_sha256,finish_reason,truncated,protocol,n_agents,moderator_model,synthesis_verdict,synthesis_len,synthesis_correct,verdict_revised,r0_verdict_row_advocate,r0_verdict_col_advocate,r0_verdict_third,r1_verdict_row_advocate,r1_verdict_col_advocate,r1_verdict_third,r2_verdict_row_advocate,r2_verdict_col_advocate,r2_verdict_third,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_row_advocate,vote_col_advocate,vote_third,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,n_calls_type_named,type_named_first_round
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,111,111,0,DILEMMA_BOTH_PREFER,value,PLAN_11,PLAN_22,1,01,10,Oakley,Morgan,PLAN_21,PLAN_12,PLAN_11,1,0,0,"0,1",3,3,530,186dc11a268f710ea5e7e5582b1f3c9447bd551fe65749ec4262a7cc6bc0c4b0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,555,1,0,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,18330,2083,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,112,112,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,01,01,Oakley,Sage,PLAN_22,PLAN_11,PLAN_22,1,0,1,"1,1",4,2,569,b4cd771b7697ba727227010c0dfececc20b1939f8debc6c96ce56808492520dc,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,612,1,0,PLAN_22,PLAN_11,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20303,2641,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,113,113,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,10,10,Noor,Jordan,PLAN_11,PLAN_22,PLAN_11,1,0,1,"1,1",4,3,610,f5643218761b25b08f569545c82391b0ed19934a089aa75096e67530962f126f,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,691,1,0,PLAN_11,PLAN_22,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19693,2418,0,0,3,r2
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,114,114,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,01,01,Lennox,Noor,PLAN_22,PLAN_11,PLAN_22,1,0,1,"1,1",4,3,632,7fec7de16eb7929a76ec2b3e5553f1b31620e7b0a8681701c0baab856fd0ed7a,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,771,1,0,PLAN_22,PLAN_11,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,18968,2183,0,0,2,synthesis
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,115,115,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,10,01,Oakley,Sage,PLAN_12,PLAN_21,PLAN_11,1,0,1,"1,0",2,3,402,177033f07252d485feeb212f53eb79fee497f77deead3b0b1ddceb5bb29d97cf,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,702,1,0,PLAN_12,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19792,2456,0,0,3,r2
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,116,116,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,PLAN_12,1,10,10,Rowan,Oakley,PLAN_11,PLAN_22,PLAN_12,0,0,1,"1,0",2,3,574,7ea0e44d7beb8d78c69cee37792631a1f094c18b3106f6fb8e36ab53f1586d99,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,838,0,0,PLAN_11,PLAN_12,NO_UNIQUE_PLAN,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20522,2736,0,0,3,r2
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,121,121,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,10,10,Finley,Jordan,PLAN_11,PLAN_22,PLAN_22,1,0,1,"0,0",2,4,610,634b6cea71b385fca3048d070327a7c7fa04d997570f91d225f5269dde7300d4,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,749,1,0,PLAN_11,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19895,2527,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,122,122,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_11|PLAN_22,2,01,01,Oakley,Jordan,PLAN_22,PLAN_11,NO_UNIQUE_PLAN,1,0,,,,,576,85ac95bbbcb1231c1334873527974b4d3d069989d1303be60bbc38f15b457c97,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_UNIQUE_PLAN,785,1,0,PLAN_22,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20257,2604,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,123,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_11|PLAN_22,2,10,10,Lennox,Kendall,PLAN_11,PLAN_22,NO_UNIQUE_PLAN,1,0,,,,,749,d832f01988cdd818a80fd25c5a17b26181aea27018b50b3a6699f3e05d50ae09,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_UNIQUE_PLAN,752,1,0,PLAN_11,PLAN_22,NO_UNIQUE_PLAN,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,REJECT|ACCEPT|ACCEPT,2,0,1,0,1,1,0,,1,0,2,1,0,0,player_r_advocate,REJECT,ACCEPT,ACCEPT,17,21381,3048,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,124,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_12|PLAN_21,2,01,10,Oakley,Morgan,PLAN_21,PLAN_12,PLAN_21,0,0,1,"1,1",4,3,698,ba5f601767a8a8463432b10324e9dbf0f0e39a23d0a5040263c74885898a4644,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,551,0,0,PLAN_21,PLAN_12,PLAN_21,PLAN_21,PLAN_12,PLAN_21,PLAN_21,PLAN_21,PLAN_21,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20492,2717,0,0,0,
