model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated,protocol,agent_scaffold,n_agents,moderator_model,synthesis_verdict,synthesis_len,verdict_revised,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_writer_advocate,vote_counterparty,vote_neutral_adjudicator,mean_agent_sections,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls
claude-haiku-4-5,deliberation_ncot,third_person,3TR1PHhgXTR0AFUY1y0Rqwf8QIIsb01o,0,YTA,122,0.9344,scruples,YTA,0,1,0,1424,61e32be88ae38b6d5deb7127a612b9c8c6f6e646b08eb9c963f90fec9b34c689,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1470,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,counterparty,1,1,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,3.333,17,43204,13185,0,0
claude-haiku-4-5,deliberation_ncot,third_person,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,62,0.9355,scruples,YTA,0,1,0,1420,793c8629009d3fdb59bbb0c87e7d4eb68c0b58781b6e0f9b22875de248886153,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1283,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,5.0,17,43681,13120,0,0
claude-haiku-4-5,deliberation_ncot,third_person,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,405,0.958,scruples,YTA,0,1,0,884,5179af90b71fb4f33ea79252f39666b45769acb3b4e62d94ebc2f554f60f28fc,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1074,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,5.0,17,42722,12523,0,0
claude-haiku-4-5,deliberation_ncot,third_person,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,145,0.9103,scruples,YTA,0,1,0,1218,7a0f05b3d25f81e4fd84b0d523fa1987d8033887195f00426e6c5cb2e4ca1ce7,,,1,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1054,0,ACCEPT|ACCEPT|ACCEPT_WITH_MODIFICATION,2,1,0,0,1,1,1,writer_advocate|counterparty|neutral_adjudicator,1,0,1,2,0,0,counterparty|neutral_adjudicator,ACCEPT,REJECT,REJECT,3.667,17,48513,15606,0,0
claude-haiku-4-5,deliberation_ncot,third_person,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,132,0.9167,scruples,YTA,0,1,0,966,1f44affad4cfe9c15e4b344b5798d4b9eb54629eb87c2abfc294e3ae51d17306,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1819,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,5.0,17,43805,14196,0,0
claude-haiku-4-5,deliberation_ncot,third_person,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,111,0.9099,scruples,NTA,0,0,1,1308,0086fe69b2468df57fb379c9f8c79a369269158744b25fe8831a83f63fe71f1b,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1341,0,ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT_WITH_MODIFICATION,0,2,1,0,3,3,2,writer_advocate|neutral_adjudicator,1,2,2,1,0,0,counterparty,ACCEPT,REJECT,ACCEPT,3.333,17,46773,17167,0,0
claude-haiku-4-5,deliberation_ncot,third_person,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,217,0.9585,scruples,YTA,0,1,0,1296,931ee704f1ca39949e6243568540923dc8943a271aa90f4367c2c0b37cf94053,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1308,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,3.333,17,54180,18244,0,0
claude-haiku-4-5,deliberation_ncot,third_person,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,53,0.9057,scruples,YTA,0,1,0,1200,d1ef15762ff98c5b9391c347937aebd02493bb0f7437e7ba4195181240cf3610,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1329,0,ACCEPT|ACCEPT|ACCEPT_WITH_MODIFICATION,2,1,0,0,1,1,1,neutral_adjudicator,1,1,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,5.0,17,44638,16168,0,0
claude-haiku-4-5,deliberation_ncot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,52,0.9231,scruples,YTA,0,1,0,758,77b45ece076ab30c158867a7847ed975222b9681b2bb323f0d6a0ecbdb716022,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1030,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,5.0,17,39326,12315,0,0
claude-haiku-4-5,deliberation_ncot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,141,0.9362,scruples,YTA,0,1,0,1210,4ee87beb1291d95fdf5dc10f7ed8779d1c8d8a6f7c13008e1067ef36a2d8b4d0,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1132,0,ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,0,0,1,1,1,writer_advocate|counterparty|neutral_adjudicator,1,1,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,5.0,17,45142,14203,0,0
