arm,at_fault,complied,consensus,finish_reason,gold_verdict,item_id,mem_score,model,n_sections,n_votes,noncommittal,not_at_fault,output_len,post_sha256,recognized,sample_idx,scaffold,source,truncated,verdict
third_person,1,,1.0,,YTA,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,0.2167,claude-haiku-4-5,,57,0,0,755,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,0,0,standard,scruples,,YTA
third_person,1,,1.0,,YTA,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,0.2167,claude-haiku-4-5,,76,0,0,826,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,0,0,standard,scruples,,YTA
third_person,1,,1.0,,YTA,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,0.2167,claude-haiku-4-5,,57,0,0,591,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,0,2,standard,scruples,,YTA
third_person,1,,1.0,,YTA,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,0.15,claude-haiku-4-5,,128,0,0,699,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,0,0,standard,scruples,,YTA
third_person,1,,1.0,,YTA,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,0.2167,claude-haiku-4-5,,57,0,0,694,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,0,1,standard,scruples,,YTA
third_person,1,,1.0,,YTA,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,0.2167,claude-haiku-4-5,,76,0,0,618,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,0,2,standard,scruples,,YTA
third_person,1,,1.0,,YTA,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,0.15,claude-haiku-4-5,,128,0,0,738,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,0,2,standard,scruples,,YTA
third_person,1,,1.0,,YTA,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,0.2167,claude-haiku-4-5,,76,0,0,766,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,0,1,standard,scruples,,YTA
third_person,1,,1.0,,YTA,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,0.2,claude-haiku-4-5,,58,0,0,780,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,0,2,standard,scruples,,YTA
third_person,1,,1.0,,YTA,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,0.2,claude-haiku-4-5,,58,0,0,753,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,0,0,standard,scruples,,YTA
third_person,1,,1.0,,YTA,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,0.2,claude-haiku-4-5,,58,0,0,788,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,0,1,standard,scruples,,YTA
third_person,1,,1.0,,YTA,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,0.15,claude-haiku-4-5,,128,0,0,931,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,0,1,standard,scruples,,YTA
third_person,1,,0.9918,,YTA,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,0.2333,claude-haiku-4-5,,244,0,0,612,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,0,0,standard,scruples,,YTA
