model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated
DeepSeek-V4-Pro,standard,third_person,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,0,YTA,76,1.0,scruples,YTA,0,1,0,469,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,2,YTA,128,1.0,scruples,YTA,0,1,0,582,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,,,1,0,stop,0
DeepSeek-V4-Pro,standard,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,1,YTA,128,1.0,scruples,YTA,0,1,0,544,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,0,YTA,128,1.0,scruples,YTA,0,1,0,542,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,1,YTA,76,1.0,scruples,YTA,0,1,0,480,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,2,YTA,76,1.0,scruples,YTA,0,1,0,480,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,0,YTA,58,1.0,scruples,YTA,0,1,0,457,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,2,YTA,58,1.0,scruples,YTA,0,1,0,590,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,0,YTA,57,1.0,scruples,YTA,0,1,0,435,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,1,YTA,57,1.0,scruples,YTA,0,1,0,441,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,0,YTA,244,0.9918,scruples,YTA,0,1,0,517,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,2,YTA,57,1.0,scruples,YTA,0,1,0,433,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,1,YTA,244,0.9918,scruples,YTA,0,1,0,605,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,,,1,0,stop,0
DeepSeek-V4-Pro,standard,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,2,YTA,244,0.9918,scruples,YTA,0,1,0,608,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,1,YTA,192,0.9844,scruples,YTA,0,1,0,424,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,0,YTA,192,0.9844,scruples,YTA,0,1,0,508,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,,,1,0,stop,0
DeepSeek-V4-Pro,standard,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,0,YTA,225,0.9822,scruples,YTA,0,1,0,360,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,1,YTA,225,0.9822,scruples,YTA,0,1,0,414,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,2,YTA,192,0.9844,scruples,YTA,0,1,0,548,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,,,1,0,stop,0
DeepSeek-V4-Pro,standard,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,0,YTA,52,0.9808,scruples,YTA,0,1,0,495,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,2,YTA,225,0.9822,scruples,YTA,0,1,0,358,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,,,0,0,stop,0
DeepSeek-V4-Pro,standard,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,1,YTA,58,1.0,scruples,YTA,0,1,0,507,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,,,0,0,stop,0
