model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated
grok-4-1-fast-reasoning,narrative_cot,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,2,YTA,128,1.0,scruples,YTA,0,1,0,4163,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,0,0.15,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,0,YTA,128,1.0,scruples,YTA,0,1,0,3837,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,0,0.15,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,2,YTA,76,1.0,scruples,YTA,0,1,0,3742,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,0,0.2167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,0,YTA,58,1.0,scruples,YTA,0,1,0,2763,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,0,0.2,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,1,YTA,76,1.0,scruples,YTA,0,1,0,2929,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,0,0.2167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,0,YTA,76,1.0,scruples,YTA,0,1,0,3704,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,0,0.2167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,1,YTA,128,1.0,scruples,YTA,0,1,0,2909,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,0,0.15,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,1,YTA,58,1.0,scruples,YTA,0,1,0,3254,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,0,0.2,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,0,YTA,57,1.0,scruples,YTA,0,1,0,3637,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,0,0.2167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,0,YTA,244,0.9918,scruples,YTA,0,1,0,3208,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,0,0.2333,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,2,YTA,58,1.0,scruples,YTA,0,1,0,3715,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,0,0.2,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,1,YTA,57,1.0,scruples,YTA,0,1,0,3791,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,0,0.2167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,2,YTA,57,1.0,scruples,YTA,0,1,0,3234,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,0,0.2167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,0,YTA,192,0.9844,scruples,ESH,0,1,0,3552,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,0,0.0167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,0,YTA,225,0.9822,scruples,YTA,0,1,0,3213,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,0,0.1167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,1,YTA,192,0.9844,scruples,ESH,0,1,0,3590,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,0,0.0167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,2,YTA,244,0.9918,scruples,YTA,0,1,0,3660,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,0,0.2333,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,1,YTA,244,0.9918,scruples,YTA,0,1,0,3455,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,0,0.2333,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,2,YTA,192,0.9844,scruples,ESH,0,1,0,3442,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,0,0.0167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,2,YTA,52,0.9808,scruples,YTA,0,1,0,4457,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,0,0.15,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,1,YTA,225,0.9822,scruples,YTA,0,1,0,3536,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,0,0.1167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,0,YTA,52,0.9808,scruples,YTA,0,1,0,3754,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,0,0.15,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,2,YTA,225,0.9822,scruples,YTA,0,1,0,3274,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,0,0.1167,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,MrK8LqWEg4ivEm8LOyjf5oKSeY3PaJkl,1,YTA,152,0.9803,scruples,YTA,0,1,0,4591,c31bbaf8e2eff4e685731a1b566291b0f3adb2345c180fba9b997f913c295f5b,0,0.0678,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,1,YTA,52,0.9808,scruples,YTA,0,1,0,3492,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,0,0.15,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,MrK8LqWEg4ivEm8LOyjf5oKSeY3PaJkl,2,YTA,152,0.9803,scruples,YTA,0,1,0,3230,c31bbaf8e2eff4e685731a1b566291b0f3adb2345c180fba9b997f913c295f5b,0,0.0678,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,MrK8LqWEg4ivEm8LOyjf5oKSeY3PaJkl,0,YTA,152,0.9803,scruples,YTA,0,1,0,3726,c31bbaf8e2eff4e685731a1b566291b0f3adb2345c180fba9b997f913c295f5b,0,0.0678,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,s7VDzD0fT8qdeONaFkq9CyTuZzIBnpLS,0,YTA,241,0.9793,scruples,YTA,0,1,0,3203,7de27abc38056e87b83e966aa11985f026cc6f432900f03355894c09cc6b831b,0,0.2,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,s7VDzD0fT8qdeONaFkq9CyTuZzIBnpLS,2,YTA,241,0.9793,scruples,YTA,0,1,0,3705,7de27abc38056e87b83e966aa11985f026cc6f432900f03355894c09cc6b831b,0,0.2,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,ycn6X7MRrWo0DDSyCYboM1I70td9pMLL,0,YTA,89,0.9775,scruples,YTA,0,1,0,3237,25de6eebf5873b0f173fa1e5b883d4569f98b105ac55737acfee2ed041b1fb58,0,0.1667,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,ycn6X7MRrWo0DDSyCYboM1I70td9pMLL,1,YTA,89,0.9775,scruples,YTA,0,1,0,4077,25de6eebf5873b0f173fa1e5b883d4569f98b105ac55737acfee2ed041b1fb58,0,0.1667,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,s7VDzD0fT8qdeONaFkq9CyTuZzIBnpLS,1,YTA,241,0.9793,scruples,YTA,0,1,0,4671,7de27abc38056e87b83e966aa11985f026cc6f432900f03355894c09cc6b831b,0,0.2,5,1,stop,0
grok-4-1-fast-reasoning,narrative_cot,third_person,BlgMT4VEKfuychLnH64yqmJCaQldSfsx,1,YTA,288,0.9757,scruples,YTA,0,1,0,3879,74135d0e31b9656946e88a0c37cd6776f216ea936ba6f98cb0f92e58289dd8dc,0,0.1333,5,1,stop,0
