model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated
gpt-5.4-nano,standard,third_person,8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,0,YTA,543,0.9632,scruples,YTA,0,1,0,404,bd1d72767e514e7dcdbd765971093e24adad8b01558be7473ba9d362a9959f36,,,0,0,stop,0
gpt-5.4-nano,standard,third_person,wK4CGVR3xxQXTV4XklyLSfj7xQQ1gQUz,0,YTA,38,1.0,scruples,YTA,0,1,0,381,b24880a43fcfbfb77da9d08f3bc8b2970f3e85d3f4f9b3e23ba56c42379d9682,,,0,0,stop,0
gpt-5.4-nano,standard,third_person,CZ2Da5mwGvku6Apmi0yS72pKHOC5pdKs,0,YTA,37,0.9459,scruples,YTA,0,1,0,454,52f0dbbe81f276ec691c7f805709152ab3d7654b48d1650cae0d82584943422b,,,0,0,stop,0
gpt-5.4-nano,standard,third_person,KNF07Gnlz70l4SKpQS3MwYuT4aptV9Gy,0,YTA,125,0.96,scruples,YTA,0,1,0,558,757249a1a6a6f7f9bfba883da23c0f172b0e2a75eff1cd0722d7d693833d8861,,,0,0,stop,0
gpt-5.4-nano,standard,third_person,PHjMl2wHrd6uYD9osrKeH1w6oPTr6L6J,0,YTA,42,0.9524,scruples,YTA,0,1,0,449,9b0976eed21a5aefaca353d6ab685445737ac080126db5547036c45f81623c65,,,1,0,stop,0
gpt-5.4-nano,standard,third_person,1t8WRJF3ja2iHXJk6TC6Qwtehrgnf8D7,0,YTA,37,0.973,scruples,YTA,0,1,0,501,5c56b6f2d9ad46a92366c346c9aaa2996c69e7c66b9ebc2406b87ef228ca0f23,,,1,0,stop,0
gpt-5.4-nano,standard,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,0,YTA,58,1.0,scruples,YTA,0,1,0,621,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,,,1,0,stop,0
gpt-5.4-nano,standard,third_person,OPrpcpreAtWBWMdX0auYA4CIdjFKOxN2,0,YTA,510,0.9314,scruples,NOVERDICT,1,0,0,0,df560a9f6c73e3a50d25b2a0296cee71e91b801a02f0dd10a43edc1dd612ac62,,,0,0,content_filter,0
gpt-5.4-nano,standard,third_person,x6m1Xfi87zLo6mZwoO5J4bzGhcL3g9XC,0,YTA,476,0.9706,scruples,NOVERDICT,1,0,0,0,20e80da835f6865cadb6f725dcbdb384e8fab22c34e861b9de3d8d70367ec6bf,,,0,0,content_filter,0
gpt-5.4-nano,standard,third_person,a6wbc8FpXk4XkRXm20cQI4AQAmz7kbnn,0,YTA,41,0.9268,scruples,YTA,0,1,0,474,799cfab25cab32e68f9d6e8f096e31a5813bbe2c0c8a9f4e7a1d96cdb34595e5,,,0,0,stop,0
