model,scaffold,arm,stake_nudge,stake_intervention,item_id,sample_idx,gold_verdict,role_id,paper_role,role_stake,group_verdict,group_at_fault,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,456
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,345
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,315
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,408
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,178,1,0,1,ACCEPT,0,1,1,0,stop,0,348
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,510
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,543
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,381,1,0,1,ACCEPT,0,1,1,0,stop,0,569
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,532
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,1,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,348,1,0,1,ACCEPT,0,1,1,1,stop,0,534
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,1,YTA,counterparty,unmapped,at_fault,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,696
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,1,YTA,neutral_adjudicator,third_party,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,439
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,REJECT,1,unresolvable,392,1,0,1,REJECT,1,1,0,1,stop,0,775
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,582
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,593
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,328,1,0,1,ACCEPT,0,1,1,1,stop,0,552
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,counterparty,unmapped,at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,491,1,0,1,ACCEPT,0,1,1,0,stop,0,556
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,neutral_adjudicator,third_party,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,265,1,0,1,ACCEPT,0,1,1,0,stop,0,719
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,575
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,375,1,0,1,ACCEPT,0,1,1,0,stop,0,493
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,461
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,317,1,0,1,ACCEPT,0,1,1,0,stop,0,540
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,395,1,0,1,ACCEPT,0,1,1,1,stop,0,593
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,438,1,0,1,ACCEPT,0,1,1,0,stop,0,416
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,475
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,448
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,540
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,267,1,0,1,ACCEPT,0,1,1,1,stop,0,553
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,counterparty,unmapped,at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,353,1,0,1,ACCEPT,0,1,1,0,stop,0,584
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,neutral_adjudicator,third_party,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,582
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,513
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,428
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,535
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,1,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,408,1,0,1,ACCEPT,0,1,1,1,stop,0,414
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,1,YTA,counterparty,unmapped,at_fault,ESH,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,456
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,1,YTA,neutral_adjudicator,third_party,none,ESH,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,320
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,502
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,510
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,481
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,380,1,0,1,ACCEPT,0,1,1,1,stop,0,471
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,587
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,482
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,NAH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,1,stop,0,490
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,counterparty,unmapped,at_fault,YTA,1,NAH,REJECT,1,unresolvable,302,1,0,1,ACCEPT,0,1,1,0,stop,0,440
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,neutral_adjudicator,third_party,none,YTA,1,NAH,ACCEPT_WITH_MODIFICATION,1,modification,398,1,0,1,ACCEPT,0,1,1,0,stop,0,455
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,1,YTA,writer_advocate,primary_affected,not_at_fault,UNRESOLVED,0,NTA,ACCEPT,1,,0,0,0,1,REJECT,1,1,0,,stop,0,596
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,1,YTA,counterparty,unmapped,at_fault,UNRESOLVED,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,209,1,0,1,ACCEPT,0,1,1,,stop,0,493
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,1,YTA,neutral_adjudicator,third_party,none,UNRESOLVED,0,NTA,REJECT,1,unresolvable,462,1,0,1,REJECT,1,1,0,,stop,0,784
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,REJECT,1,unresolvable,412,1,0,1,REJECT,1,1,0,1,stop,0,734
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,302,1,0,1,ACCEPT,0,1,1,0,stop,0,570
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,525
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,505
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,497
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,428
DeepSeek-V4-Pro,narrative_cot,third_person,0,none,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,403
