model,scaffold,arm,third_seat,third_role_id,item_id,game_id,sample_idx,gold_type,region,gold_verdict,gold_action_row,gold_action_col,private_action_row,private_action_col,dominant_action_row,dominant_action_col,maximin_action_row,maximin_action_col,nash_verdicts,n_nash,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,verdict,correct,noncommittal,group_is_nash,group_cell,group_payoff_row,group_payoff_col,group_undermines_row,group_undermines_col,output_len,post_sha256,finish_reason,truncated,protocol,n_agents,moderator_model,synthesis_verdict,synthesis_len,synthesis_correct,verdict_revised,r0_verdict_row_advocate,r0_verdict_col_advocate,r0_verdict_third,r1_verdict_row_advocate,r1_verdict_col_advocate,r1_verdict_third,r2_verdict_row_advocate,r2_verdict_col_advocate,r2_verdict_third,r0_row_is_private,r0_col_is_private,r2_row_is_private,r2_col_is_private,r0_row_is_gold,r0_col_is_gold,r2_row_is_gold,r2_col_is_gold,r0_third_correct,r2_third_correct,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_row_advocate,vote_col_advocate,vote_third,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,n_calls_type_named,type_named_first_round
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,111,111,0,DILEMMA_BOTH_PREFER,value,PLAN_11,ACT_1,ACT_1,ACT_2,ACT_2,ACT_2,ACT_2,ACT_2,ACT_2,PLAN_22,1,01,10,Oakley,Morgan,PLAN_21,PLAN_12,PLAN_22,0,0,1,"1,0",2,2,0,0,549,f6e74c6f79d565af304cd32ac91b4739f03cf6b5bd3b201bae4b4ff80145580b,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,557,0,0,ACT_2,ACT_2,PLAN_11,ACT_2,ACT_2,PLAN_22,ACT_2,ACT_2,PLAN_22,1,1,1,1,0,0,0,0,1,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21554,2191,0,0,8,r1
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,111,111,1,DILEMMA_BOTH_PREFER,value,PLAN_22,ACT_2,ACT_2,ACT_1,ACT_1,ACT_1,ACT_1,ACT_1,ACT_1,PLAN_11,1,10,01,Rowan,Harper,PLAN_12,PLAN_21,PLAN_11,0,0,1,"1,0",2,2,0,0,555,7273208e44288f00c8b0236ba15fc8f0ba61b7db830bbfe8399a2938c7578935,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,604,0,0,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21957,2224,0,0,3,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,111,111,2,DILEMMA_BOTH_PREFER,value,PLAN_22,ACT_2,ACT_2,ACT_1,ACT_1,ACT_1,ACT_1,ACT_1,ACT_1,PLAN_11,1,10,01,Jordan,Taylor,PLAN_12,PLAN_21,PLAN_11,0,0,1,"1,0",2,2,0,0,798,4bfffc9605199c2b844b45f417e9f085b303c257f71e94b3471961f1aab06852,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,685,0,0,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21283,2045,0,0,8,r1
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,221,221,0,DILEMMA_BOTH_PREFER,value,PLAN_12,ACT_1,ACT_2,ACT_2,ACT_1,,ACT_1,ACT_2,ACT_1,PLAN_21,1,01,01,Oakley,Rowan,PLAN_12,PLAN_11,PLAN_21,0,0,1,"1,0",2,2,0,0,625,83274d783efd26d97f665dd7ce67778bbcb87f8d2862a9d4fb08bf9b903b0251,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,585,0,0,ACT_2,ACT_1,PLAN_21,ACT_2,ACT_1,PLAN_21,ACT_2,ACT_1,PLAN_21,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21235,1986,0,0,11,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,221,221,1,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_2,ACT_1,ACT_1,ACT_2,,ACT_2,ACT_1,ACT_2,PLAN_12,1,10,10,Jordan,Lennox,PLAN_21,PLAN_22,PLAN_12,0,0,1,"1,0",2,2,0,0,688,470e1ba1fcba257332687bdfe2baa268bae13a6d65830be51062412416729d36,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,576,0,0,ACT_1,ACT_2,PLAN_12,ACT_1,ACT_2,PLAN_12,ACT_1,ACT_2,PLAN_12,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21036,1982,0,0,3,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,221,221,2,DILEMMA_BOTH_PREFER,value,PLAN_22,ACT_2,ACT_2,ACT_1,ACT_1,,ACT_1,ACT_1,ACT_1,PLAN_11,1,10,01,Finley,Wren,PLAN_22,PLAN_21,PLAN_11,0,0,1,"1,0",2,2,0,0,570,b0cc4a28aef968ed3254e1416ceeb6e746ca6d1097edfbfe0494a9fb3316a8e0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,600,0,0,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21252,2046,0,0,3,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,231,231,0,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_2,ACT_1,ACT_1,ACT_2,,ACT_2,ACT_1,ACT_2,PLAN_12,1,10,10,Morgan,Oakley,PLAN_21,PLAN_22,PLAN_12,0,0,1,"1,0",3,2,0,0,729,47c91cdd1fa4f8620a321b9c261411efb483264f47f28d3c73aac7eeedb87762,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,640,0,0,ACT_1,ACT_2,PLAN_12,ACT_1,ACT_2,PLAN_12,ACT_1,ACT_2,PLAN_12,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20825,1908,0,0,0,
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,231,231,1,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_2,ACT_1,ACT_1,ACT_2,,ACT_2,ACT_1,ACT_2,PLAN_12,1,10,10,Wren,Finley,PLAN_21,PLAN_22,PLAN_12,0,0,1,"1,0",3,2,0,0,636,6530c66da43fa1ae9a6b74a4dd0a153cee6f5d995d97ffac39be09453f30c9be,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,597,0,0,ACT_1,ACT_2,PLAN_12,ACT_1,ACT_2,PLAN_12,ACT_1,ACT_2,PLAN_12,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21460,2036,0,0,0,
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,231,231,2,DILEMMA_BOTH_PREFER,value,PLAN_22,ACT_2,ACT_2,ACT_1,ACT_1,,ACT_1,ACT_1,ACT_1,PLAN_11,1,10,01,Wren,Noor,PLAN_22,PLAN_21,PLAN_11,0,0,1,"1,0",3,2,0,0,657,e69b071d473fc3c0c6d22592f907e21550c249322906db8718c58d49c31dedb0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,682,0,0,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21205,1936,0,0,3,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,241,241,0,DILEMMA_BOTH_PREFER,value,PLAN_12,ACT_1,ACT_2,ACT_2,ACT_1,,ACT_1,ACT_1,ACT_1,PLAN_21,1,01,01,Wren,Greer,PLAN_12,PLAN_11,PLAN_21,0,0,1,"1,0",3,2,0,0,636,7fa29c89ae2199fb6fd377267d62ffb416720b7ffa3d7f1e6274dc2655d9721a,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,551,0,0,ACT_2,ACT_1,PLAN_21,ACT_2,ACT_1,PLAN_21,ACT_2,ACT_1,PLAN_21,1,1,1,1,0,0,0,0,0,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20690,1773,0,0,0,
