tag,gen,proxy,n_items,diff,lo,hi,sd_ref,dz,W,pos,comp
W300_head,claude-haiku-4-5,gzip,749,0.012641947723076502,0.010596295663103451,0.014578278224750428,0.022639956518372393,0.5583909895240975,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,lzma,749,0.011158001786232453,0.00902090618988278,0.01330126922235174,0.024431907528819182,0.45669793785322704,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,zstd22,749,0.020302932378698128,0.017378364785844373,0.02306638205183593,0.031676560092241124,0.6409449864371839,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,brotli,749,-0.002830168156320778,-0.005982203111018384,0.0005607329335242949,0.03809686367807131,-0.07428874408760931,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,h_char3,749,0.056591823374263064,0.04807756837854284,0.064795802822435,0.09177457220365708,0.6166394679419488,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,h_char5,749,0.02420886250865672,0.019798648455755092,0.028693591370891267,0.05421577410064528,0.4465280245508582,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,hrate_k3,749,0.009453697287268165,0.0033764481064887954,0.015581889404381124,0.06476788978062853,0.14596271886096984,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,hrate_k5,749,-0.014987154934620401,-0.017468721404801307,-0.012576174622402353,0.026793417290534798,-0.5593595909064892,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,hrate_k6,749,-0.008593224726343168,-0.010125645168607,-0.006955994133685951,0.017593098652748385,-0.4884429341275102,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,mattr50,749,6.902153546312332e-05,-0.004627447292126214,0.004773751950305223,0.0530954787795967,0.0012999512773891138,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,ttr,749,-0.00018250156022913043,-0.004875176844475268,0.004507508624740783,0.05305708483690978,-0.0034397208363428793,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,mean_word_len,749,0.23942732899993033,0.20027063849286028,0.2816470510302335,0.4508451370057059,0.531063350466837,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,mean_sent_words,749,-8.175918685231101,-9.234523185358256,-7.158483682236702,13.721533797316642,-0.5958458293365111,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,comma_per_word,749,0.007315433670871511,0.00443855057816955,0.010109732782121416,0.028352438308928016,0.2580177969585044,300,head,NoT_vs_CoT
W300_head,claude-haiku-4-5,subord_per_word,749,0.005615974959794143,0.0033837232883194403,0.007738442324863387,0.02250092061523958,0.24958867487361902,300,head,NoT_vs_CoT
